所属项目,电压条件文件夹,电压条件,项目标记,器件总数,P-switch器件数,P-switch均值(V),P-switch中位数(V),P-switch标准差(V),P-switch最小值(V),P-switch最大值(V),P-switch范围(V),P-switch FWHM(V),N-switch器件数,N-switch均值(V),N-switch中位数(V),N-switch标准差(V),N-switch最小值(V),N-switch最大值(V),N-switch范围(V),N-switch FWHM(V)
26BW108-549-D310TC3_20260417,5_n3p2v,-3v~2v,正常,446,446,1.0578923766816144,0.97,0.2975541451401224,0.55,1.97,1.42,0.7007400118049882,446,-2.6615919282511213,-2.66,0.15102622535072913,-2.99,-1.94,1.0500000000000003,0.3556667607009671
26BW108-549-D310TC3_20260417,6_n3.3p2v,-3.3v~2v,正常,644,644,1.042111801242236,0.995,0.23371210889674074,0.46,1.98,1.52,0.5503920164518245,644,-2.8923136645962733,-2.875,0.1830816755065919,-3.28,-1.93,1.3499999999999999,0.43115734581802395
26BW110-555TC3-D34_20260422,1_np1v,-1v~1v,正常,4,4,0.78,0.815,0.11045361017187261,0.62,0.87,0.25,0.26011825195475996,4,-0.5449999999999999,-0.495,0.30424770609926816,-0.96,-0.23,0.73,0.7165033478637765
26BW110-555TC3-D34_20260422,2_np1.5v,-1.5v~1.5v,正常,7,7,1.1428571428571428,1.1,0.13901010583338724,1.0,1.35,0.3500000000000001,0.32736879923762696,7,-1.282857142857143,-1.38,0.21203099503879816,-1.45,-0.96,0.49,0.49933299331636966
26BW110-555TC3-D34_20260422,3_np2v,-2v~2v,正常,12,12,1.5650000000000002,1.73,0.3979150206216946,0.75,1.91,1.16,0.9370898735640908,12,-1.4841666666666669,-1.56,0.32267231713059036,-1.97,-1.03,0.94,0.7598933068425403
26BW110-555TC3-D34_20260422,4_np2.5v,-2.5v~2.5v,正常,21,21,1.8414285714285714,1.89,0.49675230965024936,0.5,2.41,1.9100000000000001,1.1698516892263373,21,-1.8742857142857143,-2.06,0.5665736618355236,-2.45,-0.17,2.2800000000000002,1.334280973622658
26BW110-555TC3-D34_20260422,5_n3p2.5v,-3v~2.5v,正常,20,20,1.3385,1.3250000000000002,0.6066410973983147,0.18,2.29,2.11,1.4286397843730312,20,-2.146,-2.61,0.9258646030375579,-2.99,-0.27,2.72,2.1804111401534487
26BW110-556TC3-D37_20260427,4_np2.5v,-2.5v~2.5v,正常,2,2,2.305,2.305,0.2050609665440988,2.16,2.45,0.29000000000000004,0.4829185762113527,2,-1.6199999999999999,-1.6199999999999999,0.6363961030678927,-2.07,-1.17,0.8999999999999999,1.4987128227248874
26BW110-556TC3-D37_20260427,5_np3v,-3v~3v,正常,9,9,2.326666666666666,2.81,0.7107742257566744,0.97,2.91,1.9400000000000002,1.6738733016569682,9,-1.921111111111111,-1.81,0.6073599518498985,-2.96,-1.31,1.65,1.4303326866065111
26BW110-556TC3-D37_20260427,6_np3.3v,-3.3v~3.3v,正常,14,14,1.8535714285714284,1.475,0.7659544788930108,0.99,3.11,2.12,1.8038227977930406,14,-1.575,-1.455,0.5021913518233403,-2.69,-0.95,1.74,1.1826606335439664
