所属项目,电压条件文件夹,电压条件,文件名,项目标记,正切换电压(V),负切换电压(V),数据点数
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R07.txt,正常,2.49,-1.26,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R08.txt,正常,2.49,-2.55,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R09.txt,正常,2.49,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R10.txt,正常,2.49,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R11.txt,正常,1.29,-1.29,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R12.txt,正常,1.47,-1.89,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R13.txt,正常,2.4,-1.41,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R14.txt,正常,2.4,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01010_BL_R15.txt,正常,2.46,-2.94,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L00.txt,正常,0.84,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L01.txt,正常,0.45,-1.41,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L02.txt,正常,2.82,-1.92,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L03.txt,正常,0.87,-1.2,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L04.txt,正常,1.65,-2.43,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L05.txt,正常,1.44,-2.46,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L06.txt,正常,0.9,-1.44,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L07.txt,正常,1.05,-1.71,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L08.txt,正常,0.96,-0.96,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L09.txt,正常,2.04,-0.9,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L10.txt,正常,1.2,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L12.txt,正常,0.75,-0.39,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L13.txt,正常,0.78,-1.86,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L14.txt,正常,1.71,-2.49,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_L15.txt,正常,1.65,-2.4,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R00.txt,正常,1.98,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R01.txt,正常,1.5,-2.07,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R02.txt,正常,1.62,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R03.txt,正常,1.44,-2.76,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R04.txt,正常,2.04,-2.82,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R05.txt,正常,2.22,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R06.txt,正常,2.07,-2.7,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R07.txt,正常,2.07,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R08.txt,正常,1.47,-2.4,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R09.txt,正常,1.68,-1.83,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R10.txt,正常,1.77,-1.59,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R12.txt,正常,2.49,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R13.txt,正常,0.69,-2.82,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R14.txt,正常,2.67,-2.79,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01011_BL_R15.txt,正常,1.56,-1.41,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_L00.txt,正常,0.69,-1.14,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_L01.txt,正常,1.86,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_L02.txt,正常,0.75,-1.44,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_L03.txt,正常,1.71,-2.61,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R03.txt,正常,1.44,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R04.txt,正常,0.06,-2.1,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R05.txt,正常,2.97,-1.56,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R06.txt,正常,3.0,-2.13,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R09.txt,正常,1.44,-2.13,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R10.txt,正常,1.44,-2.13,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R12.txt,正常,1.38,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R14.txt,正常,2.85,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01100_BL_R15.txt,正常,1.44,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L00.txt,正常,2.88,-1.26,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L01.txt,正常,1.74,-2.85,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L02.txt,正常,1.17,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L03.txt,正常,2.85,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L04.txt,正常,1.17,-1.26,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L05.txt,正常,1.44,-2.76,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L06.txt,正常,2.01,-1.29,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L07.txt,正常,0.9,-1.77,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L08.txt,正常,1.38,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L09.txt,正常,0.42,-2.49,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L11.txt,正常,2.64,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L12.txt,正常,1.89,-1.11,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L13.txt,正常,1.05,-2.4,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_L15.txt,正常,2.61,-0.54,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R00.txt,正常,2.67,-1.77,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R01.txt,正常,2.67,-2.46,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R02.txt,正常,2.49,-2.37,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R03.txt,正常,2.7,-1.95,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R04.txt,正常,2.64,-2.34,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R05.txt,正常,2.7,-2.49,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R06.txt,正常,2.7,-2.88,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R07.txt,正常,2.7,-1.89,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R08.txt,正常,2.73,-2.76,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R09.txt,正常,1.95,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R10.txt,正常,2.01,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R12.txt,正常,2.79,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R13.txt,正常,1.05,-1.23,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R14.txt,正常,1.47,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01101_BL_R15.txt,正常,2.58,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L00.txt,正常,1.11,-2.49,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L01.txt,正常,1.98,-2.31,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L02.txt,正常,2.1,-2.64,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L03.txt,正常,1.59,-2.31,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L04.txt,正常,2.76,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L05.txt,正常,1.29,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L06.txt,正常,0.87,-2.82,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L08.txt,正常,1.47,-1.92,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L09.txt,正常,1.41,-1.89,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L10.txt,正常,1.11,-2.1,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L11.txt,正常,2.07,-2.13,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L12.txt,正常,0.24,-0.9,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L14.txt,正常,2.01,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_L15.txt,正常,1.68,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R00.txt,正常,2.97,-2.67,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R01.txt,正常,2.79,-1.65,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R02.txt,正常,2.97,-2.1,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R03.txt,正常,2.76,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R04.txt,正常,0.15,-2.22,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R05.txt,正常,2.79,-2.31,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R06.txt,正常,2.97,-1.77,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R07.txt,正常,2.76,-1.53,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R08.txt,正常,2.97,-1.77,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R09.txt,正常,2.79,-1.56,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R10.txt,正常,2.97,-2.76,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R13.txt,正常,1.71,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R14.txt,正常,1.98,-2.67,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01110_BL_R15.txt,正常,2.76,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L00.txt,正常,1.38,-2.46,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L01.txt,正常,1.62,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L02.txt,正常,2.91,-2.88,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L03.txt,正常,1.41,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L04.txt,正常,2.4,-2.94,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L05.txt,正常,1.92,-2.25,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L06.txt,正常,0.6,-1.92,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L07.txt,正常,2.46,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L08.txt,正常,0.87,-1.5,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L09.txt,正常,1.17,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L10.txt,正常,1.08,-2.1,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L11.txt,正常,0.45,-2.07,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L12.txt,正常,2.22,-2.46,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L14.txt,正常,0.96,-1.44,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_L15.txt,正常,3.0,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R00.txt,正常,1.14,-2.61,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R01.txt,正常,1.14,-2.61,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R02.txt,正常,1.14,-1.35,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R04.txt,正常,1.08,-2.61,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R05.txt,正常,1.14,-1.5,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R08.txt,正常,1.14,-2.55,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R09.txt,正常,1.11,-2.61,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R10.txt,正常,1.14,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R13.txt,正常,2.4,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R14.txt,正常,1.8,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_01111_BL_R15.txt,正常,1.14,-2.64,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L01.txt,正常,2.22,-1.29,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L02.txt,正常,0.99,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L03.txt,正常,2.19,-1.29,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L04.txt,正常,1.59,-1.2,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L05.txt,正常,0.81,-1.62,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L06.txt,正常,1.14,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L07.txt,正常,2.22,-1.35,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L08.txt,正常,1.68,-1.41,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L09.txt,正常,0.93,-1.47,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L10.txt,正常,2.76,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L11.txt,正常,0.54,-1.05,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L12.txt,正常,1.59,-2.13,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L13.txt,正常,2.91,-1.14,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L14.txt,正常,3.0,-2.76,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_L15.txt,正常,1.5,-1.89,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R01.txt,正常,1.38,-2.64,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R02.txt,正常,1.38,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R03.txt,正常,1.38,-2.22,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R04.txt,正常,2.64,-2.25,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R05.txt,正常,1.38,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R06.txt,正常,1.38,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R07.txt,正常,1.38,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R10.txt,正常,1.38,-2.85,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R11.txt,正常,2.91,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R12.txt,正常,2.34,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R13.txt,正常,1.41,-2.04,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R14.txt,正常,0.33,-1.59,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10000_BL_R15.txt,正常,1.38,-2.28,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L00.txt,正常,1.56,-1.53,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L02.txt,正常,2.64,-1.56,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L03.txt,正常,1.41,-2.43,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L04.txt,正常,2.76,-1.68,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L07.txt,正常,1.02,-1.59,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L08.txt,正常,1.32,-2.07,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L10.txt,正常,0.78,-2.49,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L11.txt,正常,1.02,-2.22,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L12.txt,正常,2.34,-0.87,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L13.txt,正常,1.5,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_L14.txt,正常,0.81,-2.19,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R00.txt,正常,2.7,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R01.txt,正常,1.59,-2.34,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R03.txt,正常,1.65,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R04.txt,正常,0.18,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R05.txt,正常,2.85,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R06.txt,正常,2.67,-1.08,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R07.txt,正常,2.85,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R08.txt,正常,2.7,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R09.txt,正常,2.85,-1.35,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R10.txt,正常,2.64,-2.67,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R11.txt,正常,1.65,-0.87,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R12.txt,正常,2.43,-2.55,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10001_BL_R15.txt,正常,2.85,-2.97,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L00.txt,正常,1.02,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L01.txt,正常,1.92,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L03.txt,正常,1.44,-1.74,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L04.txt,正常,1.53,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L05.txt,正常,2.34,-3.0,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L06.txt,正常,0.84,-1.86,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L07.txt,正常,1.98,-2.79,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L08.txt,正常,1.23,-1.32,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L09.txt,正常,1.32,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L10.txt,正常,1.35,-2.91,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L12.txt,正常,0.03,-2.04,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L13.txt,正常,2.73,-1.98,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L14.txt,正常,1.17,-1.8,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_L15.txt,正常,2.49,-1.44,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R00.txt,正常,1.71,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R01.txt,正常,1.74,-1.8,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R02.txt,正常,1.74,-1.77,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R03.txt,正常,1.74,-2.1,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R04.txt,正常,0.39,-2.16,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R05.txt,正常,1.74,-2.04,404
24B-W036-271TC2-20250619-D27,7_np3v,-3v~3v,TC2_MA_IV_10010_BL_R06.txt,正常,1.74,-2.97,404
