所属项目,电压条件文件夹,电压条件,文件名,项目标记,正切换电压(V),负切换电压(V),数据点数
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L03.txt,正常,0.9,-0.21,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L04.txt,正常,0.87,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L06.txt,正常,0.9,-0.18,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L07.txt,正常,0.9,-0.07,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L08.txt,正常,1.05,-0.18,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L09.txt,正常,0.89,-1.38,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L10.txt,正常,1.29,-1.29,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L11.txt,正常,0.63,-0.07,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L12.txt,正常,1.23,-1.4,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L13.txt,正常,0.27,-0.06,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L14.txt,正常,0.89,-1.43,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_L15.txt,正常,0.45,-0.97,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R01.txt,正常,1.33,-0.78,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R02.txt,正常,0.21,-1.35,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R03.txt,正常,1.4,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R04.txt,正常,0.6,-0.99,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R05.txt,正常,1.2,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R06.txt,正常,0.34,-1.35,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R07.txt,正常,0.87,-0.45,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R08.txt,正常,1.19,-0.53,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R09.txt,正常,1.17,-0.06,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R10.txt,正常,1.38,-0.87,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R11.txt,正常,0.18,-0.48,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R12.txt,正常,1.23,-0.6,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R13.txt,正常,1.38,-1.16,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R14.txt,正常,1.02,-0.57,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10101_BL_R15.txt,正常,1.27,-1.05,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L00.txt,正常,0.72,-0.34,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L01.txt,正常,1.02,-0.34,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L02.txt,正常,0.96,-0.34,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L03.txt,正常,0.96,-1.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L04.txt,正常,0.87,-1.44,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L05.txt,正常,0.96,-0.87,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L06.txt,正常,0.6,-1.06,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L07.txt,正常,0.96,-0.51,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L08.txt,正常,0.09,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L09.txt,正常,0.06,-1.02,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L10.txt,正常,0.77,-1.05,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L11.txt,正常,0.2,-0.09,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L12.txt,正常,1.02,-0.51,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L13.txt,正常,0.99,-0.78,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L14.txt,正常,0.42,-0.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_L15.txt,正常,0.85,-1.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R00.txt,正常,0.07,-0.97,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R01.txt,正常,0.65,-1.38,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R02.txt,正常,0.27,-1.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R03.txt,正常,1.32,-0.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R04.txt,正常,1.29,-0.48,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R05.txt,正常,1.29,-0.12,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R06.txt,正常,1.3,-0.99,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R07.txt,正常,0.27,-0.97,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R08.txt,正常,1.35,-0.78,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R09.txt,正常,1.38,-0.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R10.txt,正常,0.84,-1.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R11.txt,正常,1.35,-0.97,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R12.txt,正常,0.84,-1.08,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R13.txt,正常,0.34,-1.29,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R14.txt,正常,1.35,-0.75,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10110_BL_R15.txt,正常,1.02,-0.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L00.txt,正常,1.41,-1.35,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L01.txt,正常,1.4,-0.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L02.txt,正常,1.47,-1.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L03.txt,正常,1.43,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L04.txt,正常,1.47,-0.57,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L05.txt,正常,1.43,-0.06,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L06.txt,正常,1.41,-0.99,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L07.txt,正常,1.44,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L08.txt,正常,0.03,-0.42,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L09.txt,正常,1.06,-0.27,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L10.txt,正常,1.19,-0.42,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L11.txt,正常,1.43,-0.57,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L12.txt,正常,0.89,-0.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L13.txt,正常,1.16,-1.41,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L14.txt,正常,1.27,-1.13,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_L15.txt,正常,1.3,-0.1,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R00.txt,正常,0.96,-1.16,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R01.txt,正常,0.42,-1.5,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R02.txt,正常,0.26,-1.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R03.txt,正常,0.53,-0.21,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R04.txt,正常,1.17,-0.34,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R05.txt,正常,1.06,-0.73,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R06.txt,正常,0.14,-0.69,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R07.txt,正常,1.47,-0.73,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R08.txt,正常,1.5,-0.9,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R09.txt,正常,1.0,-0.53,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R10.txt,正常,1.44,-0.96,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R11.txt,正常,0.61,-0.96,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R12.txt,正常,1.35,-0.6,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R13.txt,正常,0.63,-1.33,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R14.txt,正常,1.5,-0.53,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_10111_BL_R15.txt,正常,1.4,-0.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L00.txt,正常,1.36,-1.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L01.txt,正常,1.32,-1.16,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L02.txt,正常,1.33,-0.99,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L03.txt,正常,1.35,-1.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L04.txt,正常,1.36,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L05.txt,正常,1.35,-1.02,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L06.txt,正常,1.36,-1.41,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L07.txt,正常,1.35,-1.5,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L08.txt,正常,0.15,-0.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L09.txt,正常,0.77,-1.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L10.txt,正常,1.41,-0.96,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L11.txt,正常,0.69,-0.63,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L12.txt,正常,0.66,-1.4,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L13.txt,正常,1.2,-1.33,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L14.txt,正常,1.19,-1.23,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_L15.txt,正常,0.18,-0.14,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R00.txt,正常,0.87,-0.18,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R01.txt,正常,0.1,-1.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R02.txt,正常,0.27,-1.19,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R03.txt,正常,0.78,-0.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R04.txt,正常,0.77,-0.61,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R05.txt,正常,1.29,-1.09,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R06.txt,正常,1.13,-0.84,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R07.txt,正常,1.36,-0.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R08.txt,正常,1.33,-0.1,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R09.txt,正常,1.32,-0.96,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R10.txt,正常,1.29,-1.17,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R11.txt,正常,0.75,-1.4,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R12.txt,正常,0.38,-0.6,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R13.txt,正常,1.13,-0.6,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R14.txt,正常,1.35,-0.65,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11000_BL_R15.txt,正常,1.3,-0.72,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L00.txt,正常,1.26,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L01.txt,正常,0.61,-1.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L02.txt,正常,0.97,-0.38,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L03.txt,正常,0.85,-1.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L04.txt,正常,0.84,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L05.txt,正常,1.19,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L06.txt,正常,0.18,-0.51,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L07.txt,正常,0.54,-0.15,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L08.txt,正常,0.87,-0.1,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L09.txt,正常,0.61,-1.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L10.txt,正常,1.23,-0.93,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L11.txt,正常,0.18,-1.47,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L12.txt,正常,0.1,-1.29,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L13.txt,正常,1.13,-1.5,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_L15.txt,正常,1.02,-1.05,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R00.txt,正常,1.38,-1.23,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R01.txt,正常,1.16,-1.33,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R02.txt,正常,0.26,-0.26,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R03.txt,正常,1.26,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R04.txt,正常,1.23,-0.34,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R05.txt,正常,0.42,-1.19,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R06.txt,正常,0.87,-0.51,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R07.txt,正常,0.97,-1.27,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R08.txt,正常,1.0,-0.18,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R09.txt,正常,0.15,-1.29,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R10.txt,正常,1.3,-0.77,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R11.txt,正常,1.16,-0.66,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R12.txt,正常,1.08,-0.03,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R13.txt,正常,1.06,-1.38,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R14.txt,正常,1.08,-1.19,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11001_BL_R15.txt,正常,0.61,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L00.txt,正常,0.39,-0.48,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L01.txt,正常,0.57,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L02.txt,正常,1.29,-0.48,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L03.txt,正常,0.57,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L04.txt,正常,0.84,-1.16,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L05.txt,正常,0.84,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L06.txt,正常,0.33,-1.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L07.txt,正常,0.89,-0.48,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L08.txt,正常,1.2,-1.36,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L09.txt,正常,0.84,-0.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L10.txt,正常,0.53,-0.87,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L11.txt,正常,0.53,-0.69,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L12.txt,正常,1.06,-1.23,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L13.txt,正常,1.26,-0.77,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L14.txt,正常,1.08,-1.47,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_L15.txt,正常,1.06,-1.0,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R00.txt,正常,0.85,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R01.txt,正常,1.05,-1.43,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R02.txt,正常,0.27,-1.33,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R03.txt,正常,1.27,-0.24,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R04.txt,正常,1.27,-0.33,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R05.txt,正常,1.29,-1.32,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R06.txt,正常,1.2,-1.35,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R07.txt,正常,0.75,-1.17,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R08.txt,正常,0.65,-0.69,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R09.txt,正常,0.45,-0.9,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R10.txt,正常,1.05,-0.77,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R11.txt,正常,1.06,-0.39,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R12.txt,正常,1.38,-0.77,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R13.txt,正常,1.11,-1.4,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R14.txt,正常,1.33,-0.77,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11010_BL_R15.txt,正常,0.39,-0.3,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L00.txt,正常,1.5,-1.27,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L01.txt,正常,1.44,-0.87,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L02.txt,正常,0.97,-0.85,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L03.txt,正常,1.0,-0.87,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L04.txt,正常,1.0,-0.2,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L05.txt,正常,1.0,-1.5,404
24B-W034-260TC2-20250515-D23,2_np1.5v,-1.5v~1.5v,TC2_MA_init_11011_BL_L06.txt,正常,1.0,-0.85,404
