所属项目,电压条件文件夹,电压条件,项目标记,器件总数,P-switch器件数,P-switch均值(V),P-switch中位数(V),P-switch标准差(V),P-switch最小值(V),P-switch最大值(V),P-switch范围(V),P-switch FWHM(V),N-switch器件数,N-switch均值(V),N-switch中位数(V),N-switch标准差(V),N-switch最小值(V),N-switch最大值(V),N-switch范围(V),N-switch FWHM(V)
24B-W037-277TC2-20250528-D24,1_np1v,-1v~1v,正常,974,974,0.503264887063655,0.505,0.2905288399521182,0.01,1.0,0.99,0.6841954180872384,974,-0.5423100616016427,-0.55,0.29502121156586114,-1.0,-0.01,0.99,0.694774953237603
24B-W037-277TC2-20250528-D24,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.7909375000000001,0.81,0.437949434004507,0.03,1.5,1.47,1.031370917080614,1024,-0.8544042968749999,-0.9,0.43452205923516524,-1.5,-0.03,1.47,1.0232994494988141
24B-W037-277TC2-20250528-D24,3_np2v,-2v~2v,正常,1024,1024,1.0233984375,1.03,0.5625130157612196,0.02,2.0,1.98,1.324718152117672,1024,-1.0688281249999998,-1.06,0.5823008545336472,-2.0,-0.02,1.98,1.371318512426739
24B-W037-277TC2-20250528-D24,4_np2.5v,-2.5v~2.5v,正常,1024,1024,1.468125,1.4,0.6223065913568157,0.05,2.5,2.45,1.4655320226453008,1024,-1.715029296875,-1.98,0.7530935866577266,-2.5,-0.05,2.45,1.7735353965789462
24B-W037-277TC2-20250528-D24,5_n3p2.5v,-3v~2.5v,正常,1024,1024,1.3811328125,1.38,0.4536161708288615,0.05,2.5,2.45,1.068266082301969,1024,-2.286298828125,-2.49,0.6922523854490613,-3.0,-0.03,2.97,1.6302543677325394
24B-W037-277TC2-20250528-D24,6_n3.3p3v,-3.3v~3v,正常,1023,1023,1.4618768328445748,1.32,0.5419452861958308,0.06,2.94,2.88,1.2762811489911816,1023,-2.674907135874878,-3.0,0.7883276200751155,-3.3,-0.03,3.27,1.856511545276897
24B-W037-277TC2-20250528-D24 (1),1_np1v,-1v~1v,正常,53,53,0.46735849056603773,0.49,0.3044298008218759,0.01,0.99,0.98,0.7169321809355177,53,-0.5577358490566038,-0.67,0.3049945870227987,-0.98,-0.03,0.95,0.7182622524386909
24B-W037-277TC2-20250528-D24 (1),3_np2v,-2v~2v,正常,3,3,1.5999999999999999,1.56,0.38157568056677826,1.24,2.0,0.76,0.8986107277347628,3,-0.7666666666666666,-0.88,0.3251666239535253,-1.02,-0.4,0.62,0.765767399410552
24B-W038-280TC2-20250617-D24,6_np3.3v,-3.3v~3.3v,正常,272,272,1.5726470588235293,1.48,0.9037076032481077,0.03,3.3,3.27,2.1282314056492937,272,-1.7322058823529412,-1.81,1.016138912530844,-3.3,-0.03,3.27,2.3930071390101375
24B-W038-281TC2-20250613-D23,1_np1v,-1v~1v,正常,1024,1024,0.49509765625,0.49,0.2855985983314528,0.01,1.0,0.99,0.6725846990705713,1024,-0.5286523437499999,-0.54,0.28959597067476717,-1.0,-0.01,0.99,0.6819985109390767
24B-W038-281TC2-20250613-D23,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.73560546875,0.75,0.4352534621955927,0.03,1.5,1.47,1.0250219034706207,1024,-0.833134765625,-0.85,0.43447189030212485,-1.5,-0.03,1.47,1.0231813016615041
24B-W038-281TC2-20250613-D23,3_np2v,-2v~2v,正常,1024,1024,1.0168164062499998,1.02,0.5730012406473111,0.02,2.0,1.98,1.3494179217244175,1024,-0.9896484374999999,-1.01,0.5785618343155626,-2.0,-0.02,1.98,1.36251311981315
24B-W038-281TC2-20250613-D23,4_np2.5v,-2.5v~2.5v,正常,1024,1024,1.3286621093750002,1.4,0.7527246481830205,0.05,2.5,2.45,1.7726665464710134,1024,-1.3030078125000002,-1.3,0.7269502275740686,-2.5,-0.05,2.45,1.7119677859369316
24B-W038-281TC2-20250613-D23,5_np3v,-3v~3v,正常,1024,1024,1.42810546875,1.41,0.8673425017018543,0.03,3.0,2.97,2.042591591507867,1024,-1.531611328125,-1.53,0.8796047062214006,-3.0,-0.03,2.97,2.0714690831513987
24B-W038-281TC2-20250613-D23,6_np3.3v,-3.3v~3.3v,正常,738,738,1.5731978319783197,1.55,0.9461892813787881,0.03,3.3,3.27,2.228275757647046,738,-1.5645934959349594,-1.48,0.9630404194298412,-3.3,-0.03,3.27,2.267960187757276
24B-W038-282TC2-20250613-D25,1_np1v,-1v~1v,正常,1024,1024,0.493466796875,0.48,0.2925670802614027,0.01,1.0,0.99,0.6889954740156033,1024,-0.5345507812500001,-0.54,0.2902723859150307,-1.0,-0.01,0.99,0.6835914688298973
24B-W038-282TC2-20250613-D25,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.74837890625,0.75,0.4355530511835309,0.03,1.5,1.47,1.0257274355372152,1024,-0.812294921875,-0.85,0.4302025108319262,-1.5,-0.03,1.47,1.0131269130091862
24B-W038-282TC2-20250613-D25,3_np2v,-2v~2v,正常,1024,1024,0.93248046875,0.92,0.565204916697145,0.02,2.0,1.98,1.3310575788217764,1024,-1.0625390625,-1.08,0.568949400019459,-2.0,-0.02,1.98,1.3398758370458261
24B-W038-282TC2-20250613-D25,4_np2.5v,-2.5v~2.5v,正常,1024,1024,1.27806640625,1.25,0.7340970684111393,0.05,2.5,2.45,1.728798596108233,1024,-1.3937304687499998,-1.45,0.7369396903037854,-2.5,-0.05,2.45,1.7354929706654145
24B-W038-282TC2-20250613-D25,5_np3v,-3v~3v,正常,1024,1024,1.450517578125,1.41,0.843007362471078,0.03,3.0,2.97,1.9852823386193887,1024,-1.5385546875,-1.545,0.8617567481595567,-3.0,-0.03,2.97,2.029437141915756
24B-W038-282TC2-20250613-D25,6_np3.3V,-3.3v~3.3v,正常,1024,1024,1.5506152343750002,1.52,0.9237223944329138,0.03,3.3,3.27,2.175366238889512,1024,-1.6780859375,-1.68,0.9356382907835441,-3.3,-0.03,3.27,2.2034281747952464
24B-W039-285TC2-20251110-D22,6_np3.3v,-3.3v~3.3v,正常,79,79,1.8426582278481016,1.81,0.5959214129498988,0.26,3.17,2.91,1.4033949274970114,79,-2.329493670886076,-2.38,0.8066437251466122,-3.3,-0.53,2.7699999999999996,1.8996459727202717
24BW18-232TC2_20250220,1_np1v,-1v~1v,正常,1024,1024,0.46482421875,0.425,0.2850370289597072,0.01,1.0,0.99,0.6712622032001104,1024,-0.5193457031250001,-0.57,0.2751060608077388,-1.0,-0.01,0.99,0.6478747732022249
24BW18-232TC2_20250220,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.675673828125,0.615,0.43219108615823754,0.015,1.5,1.485,1.0178100079026493,1024,-0.8011669921875,-0.855,0.42291196050543345,-1.5,-0.015,1.485,0.9959576669902958
24BW18-232TC2_20250220,3_np2v,-2v~2v,正常,1024,1024,0.94234375,0.88,0.570947982079339,0.02,2.0,1.98,1.3445824977968432,1024,-1.0362500000000001,-1.14,0.5610777229080611,-2.0,-0.02,1.98,1.321338037448484
24BW18-232TC2_20250220,4_np3,-3v~3v,正常,1024,1024,1.377568359375,1.32,0.845605652803723,0.03,3.0,2.97,1.9914013123527676,1024,-1.5897070312500001,-1.74,0.8505154047251898,-3.0,-0.03,2.97,2.002963778127822
24BW25-239TC2_20250307_D23,1_np1v,-1v~1v,正常,1024,1024,0.47240234375,0.44,0.2796745948722986,0.01,1.0,0.99,0.6586336709242633,1024,-0.526259765625,-0.55,0.29449390771902306,-1.0,-0.01,0.99,0.6935331526782993
24BW25-239TC2_20250307_D23,2_np2v,-2v~2v,正常,1024,1024,0.9390624999999999,0.9,0.5784036919743343,0.02,2.0,1.98,1.3621406945995571,1024,-1.0445703124999999,-1.09,0.6133275512957141,-2.0,-0.02,1.98,1.4443863833014068
24BW25-239TC2_20250307_D23,3_np3.3v,-3.3v~3.3v,正常,1024,1024,1.5473261495244142,1.517999978,0.9614591792752175,0.033,3.299999952,3.266999952,2.264236367193137,1024,-1.737140599921875,-1.847999973,1.038671185552382,-3.299999952,-0.033,3.266999952,2.4460706419758598
24BW25-239TC2_20250307_D23,4_np3.6v,-3.6v~3.6v,正常,1024,1024,1.6296327693115233,1.547999959,1.0659334003886365,0.035999999,3.599999905,3.563999906,2.510273157915239,1024,-1.8789960439433595,-1.979999948,1.1218147303867765,-3.599999905,-0.035999999,3.563999906,2.6418736900608586
24BW28-245TC2_20250228,1_np1v,-1v~1v,正常,1024,1024,0.5130371093749999,0.52,0.2882533346490698,0.01,1.0,0.99,0.6788366030985594,1024,-0.541787109375,-0.59,0.2799986551947941,-1.0,-0.01,0.99,0.6593968329837401
24BW28-245TC2_20250228,2_np1.5,-1.5v~1.5v,正常,1024,1024,0.79716796875,0.81,0.4354279443611444,0.015,1.5,1.485,1.0254328089704952,1024,-0.8250000000000001,-0.93,0.4219435550359356,-1.5,-0.015,1.485,0.9936770721096284
24BW28-245TC2_20250228,3_np2,-2v~2v,正常,1024,1024,1.0814453125,1.14,0.5800645975904842,0.02,2.0,1.98,1.3660521273255903,1024,-1.1325781249999998,-1.25,0.5779178537637721,-2.0,-0.02,1.98,1.3609965456136834
24BW28-245TC2_20250228,4_np2.5,-2.5v~2.5v,正常,1024,1024,1.3807373046875,1.525,0.7085616054476328,0.025,2.5,2.475,1.6686625808291753,1024,-1.4138427734375,-1.5,0.7165781643186068,-2.5,-0.025,2.475,1.687541576970319
24BW28-245TC2_20250228,5_np3-loop 10 times,-3v~3v-loop 10 times,正常,1024,1024,1.6890546875,1.68,0.8763321248797659,0.001,3.0,2.999,2.0637621540918487,1024,-1.720724609375,-1.71,0.6833496536256579,-3.0,-0.001,2.999,1.6092884342884244
24BW28-245TC2_20250228,6_np3.3-loop 10 times,-3.3v~3.3v-loop 10 times,正常,1024,1024,2.316705044628906,2.639999962,0.9408131726879152,0.001,3.299999952,3.298999952,2.21561502168004,1024,-1.902370089647461,-1.913999972,0.921809464960197,-3.299999952,-0.001,3.298999952,2.170861289981264
24BW36-270TC2-20250512-D22,1_np1v,-1v~1v,正常,1024,1024,0.6082128906250001,0.68,0.2725040998729195,0.01,1.0,0.99,0.6417471552007254,1024,-0.6241406250000001,-0.71,0.29498023153937364,-1.0,-0.01,0.99,0.6946784452752249
24BW36-270TC2-20250512-D22,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.9622998046875,0.975,0.25455020218997454,0.015,1.5,1.485,0.59946572615739,1024,-1.291787109375,-1.365,0.25765500054493434,-1.5,-0.015,1.485,0.6067775262833204
24BW36-270TC2-20250512-D22,3_np2,-2v~2v,正常,1024,1024,1.0894140625,1.08,0.231255759353395,0.02,2.0,1.98,0.5446073132772452,1024,-1.85107421875,-1.9,0.2187792005018166,-2.0,-0.08,1.92,0.515225017181778
24BW36-270TC2-20250512-D22,4_n2.5p1.5v,-2.5v~1.5v,正常,1024,1024,1.001484375,1.02,0.2049141959762914,0.015,1.485,1.4700000000000002,0.48257293152416625,1024,-1.669091796875,-1.45,0.4662043919404962,-2.5,-0.275,2.225,1.0979113430198686
24BW36-270TC2-20250512-D22,5_n2.5p2,-2.5v~2v,正常,1024,1024,0.90931640625,0.88,0.22052705347451038,0.06,2.0,1.94,0.519341210932472,1024,-2.0337597656249997,-2.02,0.23132671225536747,-2.5,-0.3,2.2,0.5447744073613904
24BW36-270TC2-20250512-D22,6_n3p2,-3v~2v,正常,1024,1024,1.043671875,1.02,0.23607699952927408,0.02,2.0,1.98,0.5559613338914404,1024,-2.25087890625,-2.13,0.49686741957367025,-3.0,-0.06,2.94,1.1701227730959936
24BW8-191TC2_20250306,1_np1v,-1v~1v,正常,1024,1024,0.485419921875,0.47,0.24165084607991252,0.01,1.0,0.99,0.5690877425181939,1024,-0.5000488281250001,-0.49,0.23660621305721535,-1.0,-0.01,0.99,0.5572076317497422
24BW8-191TC2_20250306,3_np2v,-2v~2v,正常,1024,1024,0.8703515625,0.7,0.5698263986271049,0.02,2.0,1.98,1.3419411687668321,1024,-0.8543554687500001,-0.6,0.5791473952160264,-2.0,-0.02,1.98,1.3638921157337422
24BW8-191TC2_20250306,4_n3p2v,-3v~2v,正常,1024,1024,0.8385546875000001,0.68,0.5927448790415736,0.02,2.0,1.98,1.3959141901429057,1024,-1.212041015625,-0.915,0.9244013858004215,-3.0,-0.03,2.97,2.1769652635599925
24BW8-191TC2_20250306,5_n3p3,-3v~3v,正常,1024,1024,1.303271484375,1.26,0.8968824796670238,0.03,3.0,2.97,2.112158239615841,1024,-1.2768457031249998,-0.9450000000000001,0.9710490098304824,-3.0,-0.03,2.97,2.286820418150786
24BW8-191TC2_20250306,6_n3.3p3v,-3.3v~3v,正常,1024,1024,1.201904296875,1.08,0.8852281747822106,0.03,3.0,2.97,2.0847123516121058,1024,-1.286129864234375,-0.857999988,1.0436150033377736,-3.299999952,-0.033,3.266999952,2.4577133328604566
25B-W043-288TC2-20251201-D25,1_np1v,-1v~1v,正常,1024,1024,0.487822265625,0.48,0.28695428236649295,0.01,1.0,0.99,0.6757773349730909,1024,-0.51263671875,-0.52,0.2956390114353618,-1.0,-0.01,0.99,0.6962298719302771
25B-W043-288TC2-20251201-D25,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.772353515625,0.78,0.4366181552758257,0.03,1.5,1.47,1.0282357556745696,1024,-0.830380859375,-0.89,0.4206357793981816,-1.5,-0.03,1.47,0.9905972604827177
25B-W051-319TC2-20251223-D24 only statistics,1_np1v,-1v~1v,正常,1024,1024,0.49457031249999994,0.49,0.2934878252257127,0.01,1.0,0.99,0.6911638284065534,1024,-0.533349609375,-0.55,0.2880575232411739,-1.0,-0.01,0.99,0.6783754672329645
25B-W051-319TC2-20251223-D24 only statistics,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.7505078125,0.75,0.43064426483160767,0.03,1.5,1.47,1.0141672436784361,1024,-0.81103515625,-0.85,0.43176477830789745,-1.5,-0.03,1.47,1.0168060529150984
25B-W051-319TC2-20251223-D24 only statistics,3_np2v,-2v~2v,正常,1024,1024,0.9590820312499999,0.91,0.5788047963577868,0.02,2.0,1.98,1.3630852954225878,1024,-1.0567968749999999,-1.1,0.571227258103797,-2.0,-0.02,1.98,1.345240192834442
25B-W051-319TC2-20251223-D24 only statistics,4_np2.5v,-2.5v~2.5v,正常,1024,1024,1.3462890625,1.38,0.7442743968115972,0.05,2.5,2.45,1.7527662044913115,1024,-1.3640039062500002,-1.43,0.731449493585207,-2.5,-0.05,2.45,1.7225635573931624
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,正常,1024,1024,1.435283203125,1.38,0.8490327530253288,0.03,3.0,2.97,1.9994721333746492,1024,-1.538759765625,-1.56,0.9085157698729631,-3.0,-0.03,2.97,2.139554638050828
25B-W051-320TC2-20251215-D26,1_np1v,-1v~1v,正常,1024,1024,0.507578125,0.52,0.2854441990345282,0.01,1.0,0.99,0.6722210887263139,1024,-0.517041015625,-0.52,0.2841036637685432,-1.0,-0.01,0.99,0.6690641281749192
25B-W051-320TC2-20251215-D26,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.7390625,0.73,0.44226567211483053,0.03,1.5,1.47,1.0415356578304258,1024,-0.795791015625,-0.84,0.43073258116648416,-1.5,-0.03,1.47,1.0143752286470702
25B-W051-320TC2-20251215-D26,3_np2v,-2v~2v,正常,1024,1024,0.9447265625,0.92,0.5753009526812154,0.02,2.0,1.98,1.3548337435642623,1024,-1.03478515625,-1.04,0.5738509729313757,-2.0,-0.02,1.98,1.3514190412533897
25B-W051-320TC2-20251215-D26,4_np2.5v,-2.5v~2.5v,正常,1024,1024,1.299765625,1.38,0.7172103989443134,0.05,2.5,2.45,1.689030489513858,1024,-1.37701171875,-1.45,0.742408339514067,-2.5,-0.05,2.45,1.748371639555628
25B-W051-320TC2-20251215-D26,5_np3v,-3v~3v,正常,1024,1024,1.456171875,1.4249999999999998,0.8516630810747223,0.03,3.0,2.97,2.005666555930971,1024,-1.5181640625,-1.53,0.8425039185799558,-3.0,-0.03,2.97,1.9840967282557957
25B-W051-320TC2-20251215-D26,6_np3.3v,-3.3v~3.3v,正常,1024,1024,1.5937109375,1.58,0.9802949555318304,0.03,3.3,3.27,2.3085946202774608,1024,-1.669462890625,-1.72,0.9640499882543538,-3.3,-0.03,3.27,2.2703377223390033
25B-W051-320TC2-20251215-D26,7_np3.6v,-3.6v~3.6v,正常,1024,1024,1.7471875,1.69,1.0225170197695856,0.04,3.6,3.56,2.408027581557374,1024,-1.909794921875,-2.035,1.0327997504215258,-3.6,-0.04,3.56,2.4322434122426935
25B-W051-320TC2-20251215-D26,8_np4v,-4v~4v,正常,1024,1024,1.977265625,1.92,1.1507938285063273,0.04,4.0,3.96,2.710119466132401,1024,-2.1450390624999995,-2.2,1.178397771699163,-4.0,-0.04,3.96,2.775126752351529
25B-W057-344TC2-20251216-D23 only memory,1_np1v,-1v~1v,正常,1024,1024,0.495048828125,0.5,0.28680870828853944,0.01,1.0,0.99,0.6754345080195103,1024,-0.525712890625,-0.53,0.2977078934524481,-1.0,-0.01,0.99,0.7011020890805152
25B-W057-344TC2-20251216-D23 only memory,2_np1.5v,-1.5v~1.5v,正常,1024,1024,0.78470703125,0.85,0.4239832436762745,0.03,1.5,1.47,0.9984805388576264,1024,-0.8084765625000001,-0.84,0.431405468030968,-1.5,-0.03,1.47,1.0159598772129297
25B-W057-344TC2-20251216-D23 only memory,3_np2v,-2v~2v,正常,1025,1025,1.0215024390243903,1.04,0.5779061124850307,0.02,2.0,1.98,1.3609688949022472,1025,-1.0862243902439026,-1.12,0.5670495600087329,-2.0,-0.02,1.98,1.3354017138205658
25B-W057-344TC2-20251216-D23 only memory,4_np2v,-2v~2v,正常,1024,1024,0.9671679687500001,0.94,0.5821937370983096,0.02,2.0,1.98,1.371066250866519,1024,-1.0546875,-1.12,0.5846788559661455,-2.0,-0.02,1.98,1.3769187058002728
25B-W057-344TC2-20251216-D23 only memory,5_np2.5v,-2.5v~2.5v,正常,1024,1024,1.3421777343749999,1.4,0.7163912792310517,0.05,2.5,2.45,1.6871014625891267,1024,-1.451025390625,-1.6,0.7468924368074429,-2.5,-0.05,2.45,1.758931688681528
25B-W057-344TC2-20251216-D23 only memory,6_np3v,-3v~3v,正常,960,960,1.6385,1.68,0.8758249142953867,0.03,3.0,2.97,2.0625676731656357,960,-1.76159375,-1.875,0.9492309941488781,-3.0,-0.03,2.97,2.235438991220608
25B-W057-344TC2-20251216-D23 only memory,7_np3.3v,-3.3v~3.3v,正常,832,832,1.784747596153846,1.81,0.9452834000298918,0.03,3.3,3.27,2.226142407070395,832,-2.0480168269230767,-2.225,0.9933212760018331,-3.35,-0.03,3.3200000000000003,2.339271604984317
25B-W057-344TC2-20251216-D23 only memory,8_np3.6v,-3.6v~3.6v,正常,832,832,1.9005889423076923,1.84,1.0410335807587918,0.04,3.6,3.56,2.451634082686955,832,-2.341658653846154,-2.56,1.1030025267770902,-3.6,-0.04,3.56,2.5975709505600473
25B-W062-365TC2-20251231-D24,4_np2.5v,-2.5v~2.5v,正常,196,196,1.4324999999999999,1.525,0.8253616922761335,0.05,2.5,2.45,1.9437267853102944,196,-1.5010714285714288,-1.5,0.746156905888519,-2.5,-0.05,2.45,1.7571995133674623
25B-W065-375TC2-20260313-ND25,6_n3p2,-3v~2v,正常,478,478,0.9442677824267782,0.94,0.5886916412500449,0.02,2.0,1.98,1.3863688151438558,478,-1.6931171548117154,-1.8,0.8266522815741334,-3.0,-0.03,2.97,1.946766123107084
25B-W088-468TC2-20260309-ND28,3_np2v,-2v~2v,正常,1019,1019,1.030421982335623,1.04,0.5622507031477796,0.02,2.0,1.98,1.3241004059130208,1019,-1.0669479882237487,-1.06,0.5792309177130917,-2.0,-0.02,1.98,1.3640888112143308
25B-W088-468TC2-20260309-ND28,4_np2.5v,-2.5v~2.5v,正常,4,4,1.145,1.025,0.909450383473447,0.23,2.3,2.07,2.1417556530799677,4,-1.1750000000000003,-1.185,1.023604741424475,-2.1,-0.23,1.87,2.410589166054639
25B-W088-468TC2-20260309-ND28,6_np3v,-3v~3v,正常,407,407,1.6185257985257986,1.74,0.8577897411932272,0.03,3.0,2.97,2.02009484051005,407,-1.5846191646191645,-1.68,0.8945201481765974,-3.0,-0.03,2.97,2.106594948955887
25B-W088-468TC2-20260309-ND28,7_np3.3v,-3.3v~3.3v,正常,998,998,1.828567134268537,1.895,0.958634126854199,0.03,3.3,3.27,2.257583368741639,998,-1.829248496993988,-1.88,0.9347254524120472,-3.3,-0.03,3.27,2.201278440430371
25B-W088-468TC2-20260309-ND28,8_n3p2v,-3v~2v,正常,977,977,1.0715046059365405,1.14,0.5714128020956877,0.02,2.0,1.98,1.3456771489353445,977,-1.5638996929375637,-1.59,0.8313014696070296,-3.0,-0.03,2.97,1.9577149609245545
25B-W088-468TC2-20260309-ND28,9_n3.3p2v,-3.3v~2v,正常,78,78,0.982051282051282,1.03,0.5692518648609644,0.02,1.94,1.92,1.3405881417475711,78,-1.7841025641025645,-1.895,1.045317867392232,-3.3,-0.1,3.1999999999999997,2.4617235777087068
26B-W108-548TC2-20260410-ND213,10_n3p2,-3v~2v,正常,304,304,0.9795394736842105,0.94,0.1946100062748479,0.54,1.92,1.38,0.4583065647772668,304,-2.2175328947368422,-2.1,0.40718404167999217,-3.0,-1.02,1.98,0.9589184181563816
26B-W108-548TC2-20260410-ND213,11_n3p2_second,-3v~2v_second,正常,356,356,0.9802247191011237,0.94,0.20138102084421686,0.6,1.84,1.2400000000000002,0.4742523040881307,356,-2.1862921348314606,-2.1,0.35719527786564337,-3.0,-1.23,1.77,0.8411948793735902
26B-W108-548TC2-20260410-ND213,12_n3p2_third,-3v~2v_third,正常,379,379,0.9677044854881266,0.94,0.1691364849326801,0.56,1.64,1.0799999999999998,0.3983164220164616,379,-2.173852242744063,-2.1,0.3191737668636812,-3.0,-1.53,1.47,0.7516542209639693
26B-W108-548TC2-20260410-ND213,13_n3p2.5,-3v~2.5v,正常,373,373,0.9827345844504023,0.95,0.21589156679344487,0.55,2.27,1.72,0.5084246397985627,373,-2.659544235924933,-2.73,0.32520970290030293,-3.0,-0.87,2.13,0.7658688503302133
26B-W108-548TC2-20260410-ND213,1_np1,-1v~1v,正常,93,93,0.8512903225806453,0.86,0.10257792166945695,0.59,0.99,0.4,0.24157100553157113,93,-0.9536559139784948,-0.98,0.0732592915347018,-1.0,-0.7,0.30000000000000004,0.17252563156422274
26B-W108-548TC2-20260410-ND213,2_np1.5,-1.5v~1.5v,正常,192,192,1.0572916666666667,1.07,0.26362347878922965,0.51,1.5,0.99,0.6208332925486358,192,-1.4766145833333333,-1.5,0.059319857051944896,-1.5,-1.02,0.48,0.13969826335733024
26B-W108-548TC2-20260410-ND213,3_np1.5_second,-1.5v~1.5v_second,正常,64,64,1.1203125,1.2149999999999999,0.28057180135267645,0.6,1.5,0.9,0.6607465921855531,64,-1.4232812499999998,-1.47,0.15162667905611896,-1.5,-0.78,0.72,0.35708082917716016
26B-W108-548TC2-20260410-ND213,4_np1.5_third,-1.5v~1.5v_third,正常,40,40,1.0345,1.02,0.25163007035664936,0.57,1.47,0.9,0.5925888156899093,40,-1.3935,-1.435,0.12662381191383293,-1.5,-1.0,0.5,0.29819907705707654
26B-W108-548TC2-20260410-ND213,5_np2,-2v~2v,正常,455,455,1.4014945054945054,1.42,0.41173262285498813,0.54,2.0,1.46,0.969630326823497,455,-1.9708571428571429,-2.0,0.08537512087807846,-2.0,-1.14,0.8600000000000001,0.20105840966787475
26B-W108-548TC2-20260410-ND213,6_np2_second,-2v~2v_second,正常,162,162,1.488888888888889,1.65,0.4104171487947899,0.6,2.0,1.4,0.9665323854117303,162,-1.9177777777777774,-2.0,0.1662744868250812,-2.0,-0.92,1.08,0.39157641647306624
26B-W108-548TC2-20260410-ND213,7_np2_third,-2v~2v_third,正常,113,113,1.4168141592920354,1.46,0.4159976508491486,0.56,2.0,1.44,0.9796744677497449,113,-1.9297345132743362,-2.0,0.1498121453270201,-2.0,-0.92,1.08,0.35280760224513236
26B-W108-548TC2-20260410-ND213,8_np2.5,-2.5v~2.5v,正常,512,512,1.28943359375,1.2,0.4620361126129518,0.55,2.48,1.93,1.0880950452035014,512,-2.4292968750000004,-2.5,0.15588235613126095,-2.5,-1.1,1.4,0.3671029486891195
26B-W108-548TC2-20260410-ND213,9_np2.5_second,-2.5v~2.5v_second,正常,147,147,1.1906802721088436,1.1,0.4397939428213981,0.5,2.45,1.9500000000000002,1.0357147353443925,147,-2.412312925170068,-2.48,0.13747262754798287,-2.5,-1.6,0.8999999999999999,0.32374803787549966
26B-W108-548TC2-20260410-ND213,open_12,-1.5v~1.5vopen_12,正常,12,12,0.9266666666666667,1.095,0.4704607670500627,0.03,1.5,1.47,1.1079351064028975,12,-0.68,-0.755,0.4902874852388323,-1.32,-0.07,1.25,1.1546270277374502
26B-W108-548TC2-20260410-ND213,open_13,-1.5v~1.5vopen_13,正常,13,13,0.7330769230769232,0.78,0.37301440131681723,0.15,1.44,1.29,0.8784489151011046,13,-0.8269230769230769,-0.78,0.3993199347095137,-1.36,-0.15,1.2100000000000002,0.9403984462409047
26B-W108-548TC2-20260410-ND213,open_2,-1.5v~1.5vopen_2,正常,2,2,1.3199999999999998,1.3199999999999998,0.08485281374238562,1.26,1.38,0.11999999999999988,0.19982837636331816,2,-1.04,-1.04,0.21213203435596423,-1.19,-0.89,0.29999999999999993,0.49957094090829574
26B-W108-549TC2-20260413-ND29,3_np2,-2v~2v,正常,1,1,1.94,1.94,,1.94,1.94,,,1,-1.44,-1.44,,-1.44,-1.44,,
26B-W108-549TC2-20260413-ND29,open_51,-2.5v~2.5vopen_51,正常,51,51,1.36078431372549,1.4,0.710579603245843,0.2,2.48,2.28,1.6734149656439603,51,-1.5305882352941176,-1.73,0.664088583743783,-2.5,-0.13,2.37,1.563928614716609
26B-W108-549TC2-20260413-ND29,open_52,-3v~3vopen_52,正常,52,52,1.5623076923076922,1.68,0.821516091006625,0.06,2.97,2.91,1.9346703943206018,52,-1.6367307692307693,-1.62,0.945989928964023,-3.0,-0.12,2.88,2.227806282710274
26B-W108-549TC2-20260413-ND29,open_55,-3v~3vopen_55,正常,55,55,1.426909090909091,1.35,0.8226535041430189,0.03,2.88,2.85,1.9373490022568094,55,-1.465090909090909,-1.29,0.8507205502075605,-3.0,-0.06,2.94,2.003446895738805
26B-W108-549TC2-20260413-ND29,open_74,-3.3v~3.3vopen_74,正常,74,74,1.6851351351351351,1.665,0.9162673583072227,0.07,3.27,3.2,2.1578096288135096,74,-1.5693243243243242,-1.5,1.0034028829077677,-3.3,-0.07,3.23,2.363013789247793
26B-W110-556TC2-20260422-ND215,1_np1,-1v~1v,正常,1,1,0.56,0.56,,0.56,0.56,,,1,-0.99,-0.99,,-0.99,-0.99,,
26B-W110-556TC2-20260422-ND215,2_np1.5,-1.5v~1.5v,正常,1,1,1.32,1.32,,1.32,1.32,,,1,-0.99,-0.99,,-0.99,-0.99,,
26B-W110-556TC2-20260422-ND215,3_np2,-2v~2v,正常,3,3,1.7533333333333332,1.94,0.3585154575933,1.34,1.98,0.6399999999999999,0.8443039026322215,3,-1.9866666666666666,-2.0,0.02309401076758505,-2.0,-1.96,0.040000000000000036,0.05438639535766279
26B-W110-556TC2-20260422-ND215,4_np2.5,-2.5v~2.5v,正常,142,142,1.7866901408450704,1.56,0.6269330071905168,0.72,2.97,2.25,1.476427231933667,142,-1.8411971830985914,-1.9649999999999999,0.47708702745417264,-2.91,-0.63,2.2800000000000002,1.1235399496545766
26B-W110-556TC2-20260422-ND215,5_np3,-3v~3v,正常,5,5,2.034,1.89,0.5053018899628222,1.44,2.67,1.23,1.1899859508624464,5,-2.508,-2.97,0.969932987375932,-3.0,-0.78,2.2199999999999998,2.28419218527032
